M2020-01,11,29,090320,RGHMINFO
M2020-01,11,29,090320,668,7
01C03,0,0,0,8,0,293,2,0,1,0
01C04,0,0,0,8,0,265,2,0,1,0
01C05,0,2,0,8,0,265,2,0,1,0
01C06,0,0,0,8,0,265,2,0,1,0
01C08,0,0,1,8,0,265,0,0,1,0
01C09,0,0,0,8,0,265,2,0,1,0
01C10,0,0,1,8,0,265,0,0,1,0
01C11,0,0,0,8,0,277,2,0,1,0
01C12,0,0,0,8,0,265,2,0,1,0
01C14,0,0,1,8,0,265,0,0,1,0
01C15,0,0,1,8,0,265,0,0,1,0
01K02,0,6,0,8,0,266,1,0,1,0
01K03,0,0,0,8,0,266,1,0,1,0
01K04,0,0,1,0,0,0,0,0,1,0
01K05,0,0,1,0,0,0,0,0,1,0
01K06,0,0,1,0,0,0,0,0,1,0
01K07,0,2,0,8,0,266,3,0,1,0
01M04,0,3,3,8,0,267,0,0,1,0
01M05,0,3,2,8,0,267,0,0,1,0
01M07,0,0,2,8,0,267,0,0,1,0
01M08,0,0,2,8,0,267,0,0,1,0
01M09,0,4,2,8,0,267,0,0,1,0
01M10,0,0,2,8,0,267,0,0,1,0
01M11,0,0,3,8,0,267,0,0,1,0
01M12,0,2,3,8,0,267,0,0,1,0
01M13,0,0,0,8,0,267,0,0,1,0
01M15,0,0,4,8,0,267,0,0,1,0
01M16,0,0,4,8,0,267,0,0,1,0
01M17,0,3,2,8,0,267,0,0,1,0
01M18,0,0,3,8,0,311,0,0,1,0
01M19,0,0,0,8,0,312,0,0,1,0
01M20,0,0,0,8,0,267,0,0,1,0
01M21,0,4,2,8,0,267,0,0,1,0
01M22,0,3,2,8,0,267,0,0,1,0
01M23,0,6,0,8,0,267,0,0,1,0
01M24,1,0,3,8,0,267,0,0,1,0
01M25,0,0,3,8,0,267,0,0,1,0
01M26,0,4,3,8,0,267,0,0,1,0
01M27,0,6,3,8,0,267,0,0,1,0
01M28,0,0,2,8,0,267,0,0,1,0
01M29,0,3,0,8,0,267,0,0,1,0
01M30,0,0,3,8,0,267,0,0,1,0
01M31,0,0,3,8,0,267,0,0,1,0
01M32,0,0,0,9,0,0,0,0,1,0
01M33,0,6,0,8,0,267,0,0,1,0
01M34,0,0,3,9,0,0,0,0,1,0
01M35,0,0,3,9,0,0,0,0,1,0
01M36,0,0,0,0,1,0,0,0,1,0
01M37,0,0,0,0,1,0,0,0,1,0
01M38,0,0,0,8,0,267,0,0,1,0
01M39,0,0,0,8,0,267,0,0,1,0
02C02,0,0,1,8,0,305,0,0,1,0
