A00,1,0,0,0,0,0,0,0,0,0,0,0,0
A00,1,0,0,0,0,0,0,0,0,0,0,0,0
A000,1,0,0,0,0,0,0,0,0,0,0,0,0
A000,1,0,0,0,0,0,0,0,0,0,0,0,0
A001,1,0,0,0,0,0,0,0,0,0,0,0,0
A001,1,0,0,0,0,0,0,0,0,0,0,0,0
A009,0,0,0,0,0,0,0,0,0,0,0,0,0
A009,0,0,0,0,0,0,0,0,0,0,0,0,0
A01,1,0,0,0,0,0,0,0,0,0,0,0,0
A01,1,0,0,0,0,0,0,0,0,0,0,0,0
A010,0,0,0,0,0,0,0,0,0,0,0,0,0
A010,0,0,0,0,0,0,0,0,0,0,0,0,0
A011,1,0,0,0,0,0,0,0,0,0,0,0,0
A011,1,0,0,0,0,0,0,0,0,0,0,0,0
A012,1,0,0,0,0,0,0,0,0,0,0,0,0
A012,1,0,0,0,0,0,0,0,0,0,0,0,0
A013,1,0,0,0,0,0,0,0,0,0,0,0,0
A013,1,0,0,0,0,0,0,0,0,0,0,0,0
A014,1,0,0,0,0,0,0,0,0,0,0,0,0
A014,1,0,0,0,0,0,0,0,0,0,0,0,0
A02,1,0,0,0,0,0,0,0,0,0,0,0,0
A02,1,0,0,0,0,0,0,0,0,0,0,0,0
A020,0,0,0,0,0,0,0,0,0,0,0,0,0
A020,0,0,0,0,0,0,0,0,0,0,0,0,0
A021,0,0,0,0,0,0,0,0,0,0,0,0,0
A021,0,0,0,0,0,0,0,0,0,0,0,0,0
A022,0,0,1,0,0,0,0,0,0,0,0,0,0
A022,0,0,1,0,0,0,0,0,0,0,0,0,0
A028,0,0,0,0,0,0,0,0,0,0,0,0,0
A028,0,0,0,0,0,0,0,0,0,0,0,0,0
A029,0,0,0,0,0,0,0,0,0,0,0,0,0
A029,0,0,0,0,0,0,0,0,0,0,0,0,0
A03,1,0,0,0,0,0,0,0,0,0,0,0,0
A03,1,0,0,0,0,0,0,0,0,0,0,0,0
A030,0,0,0,0,0,0,0,0,0,0,0,0,0
A030,0,0,0,0,0,0,0,0,0,0,0,0,0
A031,0,0,0,0,0,0,0,0,0,0,0,0,0
A031,0,0,0,0,0,0,0,0,0,0,0,0,0
A032,1,0,0,0,0,0,0,0,0,0,0,0,0
A032,1,0,0,0,0,0,0,0,0,0,0,0,0
A033,0,0,0,0,0,0,0,0,0,0,0,0,0
A033,0,0,0,0,0,0,0,0,0,0,0,0,0
A038,0,0,0,0,0,0,0,0,0,0,0,0,0
A038,0,0,0,0,0,0,0,0,0,0,0,0,0
A039,0,0,0,0,0,0,0,0,0,0,0,0,0
A039,0,0,0,0,0,0,0,0,0,0,0,0,0
A04,1,0,0,0,0,0,0,0,0,0,0,0,0
A04,1,0,0,0,0,0,0,0,0,0,0,0,0
A040,0,0,0,0,0,0,0,0,0,0,0,0,0
A040,0,0,0,0,0,0,0,0,0,0,0,0,0
A041,0,0,0,0,0,0,0,0,0,0,0,0,0
A041,0,0,0,0,0,0,0,0,0,0,0,0,0
A042,0,0,0,0,0,0,0,0,0,0,0,0,0
A042,0,0,0,0,0,0,0,0,0,0,0,0,0
A043,0,0,0,0,0,0,0,0,0,0,0,0,0
A043,0,0,0,0,0,0,0,0,0,0,0,0,0
A044,0,0,0,0,0,0,0,0,0,0,0,0,0
A044,0,0,0,0,0,0,0,0,0,0,0,0,0
A045,0,0,0,0,0,0,0,0,0,0,0,0,0
A045,0,0,0,0,0,0,0,0,0,0,0,0,0
A046,0,0,0,0,0,0,0,0,0,0,0,0,0
A046,0,0,0,0,0,0,0,0,0,0,0,0,0
A047,0,0,0,0,0,0,0,0,0,0,0,0,0
A047,0,0,0,0,0,0,0,0,0,0,0,0,0
A048,0,0,0,0,0,0,0,0,0,0,0,0,0
A048,0,0,0,0,0,0,0,0,0,0,0,0,0
A049,0,0,0,0,0,0,0,0,0,0,0,0,1
A049,0,0,0,0,0,0,0,0,0,0,0,0,1
A05,1,0,0,0,0,0,0,0,0,0,0,0,0
A05,1,0,0,0,0,0,0,0,0,0,0,0,0
A050,1,0,0,0,0,0,0,0,0,0,0,0,0
A050,0,0,0,0,0,0,0,0,0,0,0,0,0
A051,1,0,0,0,0,0,0,0,0,0,0,0,0
A051,1,0,0,0,0,0,0,0,0,0,0,0,0
A052,1,0,0,0,0,0,0,0,0,0,0,0,0
A052,1,0,0,0,0,0,0,0,0,0,0,0,0
A053,1,0,0,0,0,0,0,0,0,0,0,0,0
A053,1,0,0,0,0,0,0,0,0,0,0,0,0
